Time,VE,VN,VD,V,CoG,velHeading,CoG,slip,Gyro-z,
286468.6,-4.23,4.74,0.01,6.352991421,318.25,-41.74588386,-41.75,-0.004116142,-0.261838247,
286468.8,-4.18,4.7,0.03,6.289864863,318.36,-41.64866893,-41.64,0.008668932,-0.205637408,
286469,-4.09,4.75,-0.04,6.268221438,319.27,-40.73018267,-40.73,0.000182667,0.176095729,
286469.2,-4.15,4.62,-0.05,6.210225439,318.07,-41.9323512,-41.93,0.002351204,0.037101477,
286469.4,-4.08,4.62,-0.05,6.163667739,318.56,-41.44826665,-41.44,0.008266645,0.303729129,
286469.6,-4.03,4.58,-0.04,6.100598331,318.65,-41.34495699,-41.35,-0.00504301,0.191658753,
286469.8,-4.04,4.49,-0.02,6.040008278,317.98,-41.98016158,-42.02,-0.039838425,0.338297188,
286470,-3.97,4.5,0.02,6.000908265,318.63,-41.41945425,-41.37,0.049454248,0.374168022,
286470.2,-3.93,4.48,0.06,5.959471453,318.72,-41.2582797,-41.28,-0.021720297,0.429393917,
286470.4,-3.9,4.43,0.03,5.902109792,318.63,-41.35943752,-41.37,-0.010562484,0.431078393,
286470.6,-3.87,4.38,0.04,5.84476689,318.56,-41.46258057,-41.44,0.02258057,0.189778456,
286470.8,-3.81,4.38,0.02,5.805213174,318.98,-41.01880134,-41.02,-0.001198656,0.252638362,
286471,-3.75,4.35,-0.05,5.743256916,319.22,-40.7636052,-40.78,-0.016394799,0.322905709,
286471.2,-3.77,4.31,-0.01,5.726168003,318.84,-41.17651235,-41.16,0.016512355,0.296059284,
286471.4,-3.67,4.3,-0.02,5.653220321,319.5,-40.48037127,-40.5,-0.019628732,0.137186318,
286471.6,-3.64,4.21,-0.01,5.565402052,319.09,-40.84695815,-40.91,-0.063041854,0.282491459,
286471.8,-3.67,4.13,0.01,5.525015837,318.37,-41.62492732,-41.63,-0.005072685,0.357649243,
286472,-3.61,4.13,-0.02,5.48534411,318.88,-41.15644698,-41.12,0.036446976,0.356059556,
286472.2,-3.46,4.13,-0.06,5.387810316,320.05,-39.95534584,-39.95,0.00534584,0.215225236,
286472.4,-3.53,4.06,-0.07,5.380009294,318.98,-41.00559283,-41.02,-0.01440717,0.307308699,
286472.6,-3.48,4.02,0,5.317029246,319.17,-40.8818103,-40.83,0.051810296,0.359970889,
286472.8,-3.44,3.98,0.01,5.26060833,319.17,-40.83756456,-40.83,0.007564561,0.338620396,
286473,-3.31,3.98,-0.01,5.176533589,320.27,-39.74888471,-39.73,0.01888471,0.412441188,
286473.2,-3.35,3.89,0.06,5.133673149,319.3,-40.73445595,-40.7,0.034455946,0.151168672,
286473.4,-3.26,3.9,-0.01,5.083069939,320.09,-39.89216414,-39.91,-0.017835856,0.14709088,
286473.6,-3.3,3.82,-0.04,5.048009509,319.22,-40.82289303,-40.78,0.042893031,0.339147518,
286473.8,-3.18,3.81,-0.07,4.962710953,320.13,-39.84991766,-39.87,-0.020082338,0.433045619,
286474,-3.2,3.73,-0.03,4.914560001,319.42,-40.62658521,-40.58,0.04658521,0.408276236,
286474.2,-3.13,3.71,-0.05,4.853967449,319.87,-40.15318037,-40.13,0.023180367,0.253797335,
286474.4,-3.1,3.65,0.03,4.788788991,319.6,-40.34174589,-40.4,-0.05825411,-0.04812964,
286474.6,-3.07,3.57,-0.02,4.708481709,319.31,-40.69368582,-40.69,0.003685824,-0.129970767,
286474.8,-3.05,3.56,0.04,4.687867319,319.42,-40.58803787,-40.58,0.008037871,-0.136876287,
286475,-3,3.47,0.01,4.58703608,319.17,-40.84516265,-40.83,0.015162652,-0.113930791,
286475.2,-2.95,3.48,-0.03,4.562115737,319.76,-40.28798276,-40.24,0.047982759,-0.250147714,
286475.4,-2.93,3.42,-0.03,4.503476435,319.47,-40.58749508,-40.53,0.057495084,-0.16376872,
286475.6,-2.85,3.4,-0.01,4.436496365,319.95,-39.97092642,-40.05,-0.079073582,-0.190257489,
286475.8,-2.87,3.33,-0.04,4.396111919,319.29,-40.75679724,-40.71,0.046797242,-0.045027486,
286476,-2.8,3.31,-0.05,4.33544692,319.77,-40.22859781,-40.23,-0.001402192,0.015673304,
286476.2,-2.77,3.29,-0.04,4.300813876,319.9,-40.09554428,-40.1,-0.004455721,-0.06807332,
286476.4,-2.74,3.21,0.03,4.220390977,319.55,-40.48349316,-40.45,0.033493157,-0.048216338,
286476.6,-2.7,3.16,0.04,4.156392667,319.44,-40.51158316,-40.56,-0.048416836,-0.01036117,
286476.8,-2.66,3.17,0.01,4.138175927,319.96,-40.00057454,-40.04,-0.039425461,0.045426988,
286477,-2.64,3.07,-0.04,4.049012225,319.32,-40.69338529,-40.68,0.013385291,-0.199521646,
286477.2,-2.57,3.09,-0.01,4.019079497,320.2,-39.75081248,-39.8,-0.049187521,-0.160964805,
286477.4,-2.54,3.02,0.01,3.946137352,319.93,-40.06583566,-40.07,-0.004164341,-0.109918427,
286477.6,-2.53,2.97,-0.03,3.901512527,319.56,-40.42607874,-40.44,-0.01392126,-0.105987443,
286477.8,-2.47,2.95,-0.02,3.847518681,320.11,-39.93903856,-39.89,0.049038557,-0.18159328,
286478,-2.47,2.84,0.01,3.763841123,319.01,-41.0140813,-40.99,0.024081304,-0.121763165,
286478.2,-2.33,2.87,-0.05,3.696728283,320.89,-39.07130445,-39.11,-0.038695546,-0.002705196,
286478.4,-2.4,2.76,-0.08,3.657540157,319.06,-41.0090869,-40.94,0.069086902,0.215287658,
286478.6,-2.37,2.71,-0.06,3.600138886,318.82,-41.17095371,-41.18,-0.009046294,0.045817705,
286478.8,-2.26,2.71,0,3.528696643,320.23,-39.82636056,-39.77,0.056360561,-0.132676888,
286479,-2.25,2.65,-0.04,3.476348659,319.65,-40.33314163,-40.35,-0.016858371,0.070295784,
286479.2,-2.18,2.64,-0.04,3.423740644,320.46,-39.5484489,-39.54,0.008448901,0.040719194,
286479.4,-2.13,2.6,0,3.361086134,320.73,-39.32538914,-39.27,0.055389135,-0.000221483,
286479.6,-2.08,2.58,-0.1,3.314030778,321.14,-38.87581394,-38.86,0.01581394,-0.017826178,
286479.8,-2.16,2.46,-0.01,3.273713488,318.67,-41.28471089,-41.33,-0.045289105,-0.104257422,
286480,-2.05,2.44,0,3.186863662,320.03,-40.03576583,-39.97,0.065765834,-0.137544205,
286480.2,-2.04,2.37,-0.01,3.127059321,319.29,-40.72053647,-40.71,0.01053647,0.062267588,
286480.4,-1.94,2.4,-0.04,3.086033052,321.1,-38.94976418,-38.9,0.049764177,0.003993637,
286480.6,-1.95,2.32,0.02,3.030659994,319.97,-40.0476304,-40.03,0.017630402,-0.206076676,
286480.8,-1.99,2.24,-0.01,2.996281028,318.46,-41.61765913,-41.54,0.077659132,-0.015646023,
286481,-1.81,2.27,0.03,2.903274014,321.46,-38.56734608,-38.54,0.027346076,0.049836774,
286481.2,-1.88,2.16,-0.02,2.863564213,318.89,-41.03534528,-41.11,-0.074654723,0.008352791,
286481.4,-1.83,2.18,-0.01,2.846278272,319.98,-40.01176284,-40.02,-0.008237159,0.053165498,
286481.6,-1.84,2.08,0.01,2.777048793,318.53,-41.49646836,-41.47,0.026468355,-0.180443786,
286481.8,-1.73,2.1,0.04,2.72082708,320.52,-39.48202189,-39.48,0.002021894,0.039781473,
286482,-1.75,2.01,-0.04,2.665070356,318.96,-41.04435452,-41.04,0.00435452,0.053622568,
286482.2,-1.64,1.93,0,2.532686321,319.68,-40.35591807,-40.32,0.035918074,0.087222619,
286482.4,-1.52,1.74,0,2.310411219,318.84,-41.13926738,-41.16,-0.020732625,-0.035358509,
286482.6,-1.39,1.61,-0.01,2.12701669,319.17,-40.80581721,-40.83,-0.024182788,0.045822329,
286482.8,-1.2,1.45,0.02,1.882153022,320.25,-39.61068824,-39.75,-0.13931176,0.13584817,
286483,-1.1,1.27,-0.02,1.680148803,319.09,-40.89720308,-40.91,-0.012796923,-0.032593203,
286483.2,-0.98,1.11,-0.05,1.480709289,318.67,-41.44073318,-41.33,0.110733179,-0.04877837,
286483.4,-0.81,1.01,0.05,1.294681428,321.13,-38.72892255,-38.87,-0.14107745,0.029565261,
286483.6,-0.74,0.76,0.04,1.060754448,315.81,-44.23610154,-44.19,0.046101539,0.042633014,
286489.4,-0.7,0.81,0,1.070560601,319.14,-40.83349511,-40.86,-0.026504886,-0.152992327,
286489.6,-0.87,1.12,0.05,1.418203088,321.95,-37.83955027,-38.05,-0.210449727,-0.165970839,
286489.8,-1.23,1.35,-0.03,1.826307751,317.58,-42.33699923,-42.42,-0.083000766,-0.09766147,
286490,-1.35,1.67,-0.02,2.147417053,321.12,-38.95149334,-38.88,0.071493339,-0.01654999,
286490.2,-1.69,1.9,0,2.542852729,318.29,-41.65225122,-41.71,-0.057748783,-0.058453819,
286490.4,-1.82,2.22,0.01,2.870679362,320.6,-39.34557918,-39.4,-0.054420823,-0.012800262,
286490.6,-2.08,2.42,0.01,3.191049984,319.31,-40.67919505,-40.69,-0.010804955,0.035969785,
286490.8,-2.27,2.68,0,3.512164575,319.73,-40.2650972,-40.27,-0.004902797,-0.065579898,
286491,-2.45,2.88,-0.02,3.781124171,319.63,-40.38762807,-40.37,0.01762807,-0.20962411,
286491.2,-2.64,3.05,-0.01,4.03386911,319.18,-40.87860467,-40.82,0.058604669,-0.299110345,
286491.4,-2.84,3.18,0.02,4.263566582,318.3,-41.76745989,-41.7,0.067459886,-0.047954858,
286491.6,-2.9,3.4,-0.03,4.468780594,319.53,-40.46222749,-40.47,-0.007772508,-0.110928049,
286491.8,-3.04,3.54,0.04,4.666176165,319.38,-40.65456825,-40.62,0.034568251,-0.110796269,
286492,-3.2,3.72,-0.05,4.906974628,319.26,-40.70261334,-40.74,-0.037386664,0.057560025,
286492.2,-3.26,3.8,-0.01,5.006755436,319.36,-40.6261195,-40.64,-0.013880495,-0.032652851,
286492.4,-3.42,3.93,-0.07,5.209731279,318.97,-41.03073654,-41.03,0.000736543,-0.129185172,
286492.6,-3.52,4.1,0,5.403739446,319.34,-40.64729687,-40.66,-0.012703133,-0.260164868,
286492.8,-3.66,4.23,-0.07,5.593612428,319.1,-40.86793975,-40.9,-0.032060255,-0.04967332,
286493,-3.78,4.37,-0.04,5.778001385,319.14,-40.85943044,-40.86,-0.000569555,-0.151914965,
286493.2,-3.9,4.51,0.04,5.96239046,319.11,-40.85144745,-40.89,-0.03855255,0.233284457,
286493.4,-3.99,4.68,-0.03,6.15,319.53,-40.44971886,-40.47,-0.020281138,-0.148869452,
286493.6,-4.12,4.81,-0.08,6.333285088,319.39,-40.58166944,-40.61,-0.028330557,-0.083829854,
286493.8,-4.18,4.98,-0.04,6.50175361,319.98,-40.00866674,-40.02,-0.011333258,-0.184940269,
286494,-4.36,5.03,-0.07,6.656613253,319.09,-40.91871954,-40.91,0.008719539,-0.217662247,
286494.2,-4.48,5.21,-0.03,6.871280812,319.28,-40.69173779,-40.72,-0.028262211,-0.23444528,
286494.4,-4.65,5.22,-0.02,6.99077249,318.33,-41.69479638,-41.67,0.024796383,0.035828988,
286494.6,-4.67,5.43,0.02,7.161969003,319.34,-40.69674414,-40.66,0.036744136,-0.034685042,
286494.8,-4.82,5.57,-0.02,7.365955471,319.15,-40.87127718,-40.85,0.021277177,-0.056377701,
286495,-4.96,5.64,0.03,7.510738978,318.7,-41.32945137,-41.3,0.029451367,-0.208473922,
286495.2,-5.04,5.84,-0.07,7.714091003,319.22,-40.794643,-40.78,0.014642998,-0.184521115,
286495.4,-5.18,5.88,-0.08,7.836249103,318.63,-41.3785153,-41.37,0.008515296,-0.052402097,
286495.6,-5.25,6.06,-0.09,8.017861311,319.07,-40.90358288,-40.93,-0.026417115,-0.049723951,
286495.8,-5.4,6.17,-0.08,8.199323143,318.79,-41.1924988,-41.21,-0.017501202,-0.231329253,
286496,-5.49,6.24,-0.08,8.311299537,318.65,-41.34156697,-41.35,-0.008433032,-0.026625173,
286496.2,-5.43,6.28,-0.04,8.302005782,319.18,-40.84832221,-40.82,0.028322213,-0.256948503,
286496.4,-5.48,6.28,-0.05,8.334794539,318.88,-41.10832371,-41.12,-0.011676294,-0.319449365,
286496.6,-5.46,6.29,-0.08,8.329207645,319.05,-40.95943524,-40.95,0.009435236,-0.080595456,
286496.8,-5.49,6.23,-0.03,8.303794313,318.58,-41.38714436,-41.42,-0.032855636,0.0424617,
286497,-5.52,6.26,-0.03,8.346136831,318.62,-41.40549764,-41.38,0.025497637,-0.211180042,
286497.2,-5.52,6.23,-0.06,8.323659051,318.48,-41.54207653,-41.52,0.022076532,-0.035044086,
286497.4,-5.47,6.34,-0.01,8.373559578,319.21,-40.78683732,-40.79,-0.003162676,-0.189711641,
286497.6,-5.53,6.3,-0.12,8.382774004,318.7,-41.27594203,-41.3,-0.024057973,-0.011528004,
286497.8,-5.54,6.35,-0.16,8.426986413,318.9,-41.10277663,-41.1,0.002776627,-0.462258079,
286498,-5.58,6.4,-0.1,8.490959899,318.89,-41.08435952,-41.11,-0.025640479,0.034544477,
286498.2,-5.66,6.45,-0.01,8.581264476,318.74,-41.26757882,-41.26,0.007578819,0.034139194,
286498.4,-5.75,6.44,0.04,8.633429214,318.28,-41.7602997,-41.72,0.040299704,-0.300847995,
286498.6,-5.68,6.48,-0.01,8.617006441,318.79,-41.23596514,-41.21,0.025965135,-0.249969001,
286498.8,-5.83,6.59,-0.01,8.798693085,318.51,-41.49834426,-41.49,0.008344261,-0.041756559,
286499,-5.84,6.6,-0.04,8.81280886,318.49,-41.50395996,-41.51,-0.006040042,-0.072438486,
286499.2,-5.91,6.72,-0.12,8.949106101,318.67,-41.33047429,-41.33,0.000474287,0.058396715,
286499.4,-6,6.81,-0.13,9.076128029,318.59,-41.38189877,-41.41,-0.028101228,-0.007727413,
286499.6,-6.09,6.95,-0.12,9.240703436,318.79,-41.22675489,-41.21,0.016754891,0.050966385,
286499.8,-6.23,7.19,-0.11,9.513621813,319.09,-40.90831504,-40.91,-0.001684962,-0.108011311,
286500,-6.43,7.28,-0.02,9.713047925,318.54,-41.45228619,-41.46,-0.007713807,-0.001364042,
286500.2,-6.53,7.53,-0.03,9.967035668,319.06,-40.93175962,-40.94,-0.008240382,0.108663739,
286500.4,-6.75,7.78,-0.02,10.30004369,319.07,-40.94521,-40.93,0.01521,-0.196172345,
286500.6,-6.94,7.85,0.01,10.47788624,318.51,-41.47914037,-41.49,-0.010859632,-0.183934346,
286500.8,-7.13,8.03,-0.04,10.73861257,318.38,-41.60252314,-41.62,-0.017476858,-0.219470412,
286501,-7.29,8.2,-0.07,10.97196883,318.35,-41.63787598,-41.65,-0.012124016,-0.576024953,
286501.2,-7.46,8.36,-0.02,11.20451695,318.24,-41.74395206,-41.76,-0.016047943,-1.213759625,
286501.4,-7.58,8.49,0.04,11.38141028,318.23,-41.75895857,-41.77,-0.011041427,-0.894231191,
286501.6,-7.84,8.63,0.07,11.65943824,317.75,-42.25385547,-42.25,0.003855471,-0.889039046,
286501.8,-7.98,8.76,0,11.84981013,317.68,-42.33223372,-42.32,0.01223372,-0.906071537,
286502,-8.11,8.91,0.04,12.04824469,317.72,-42.30887707,-42.28,0.028877075,-0.863450083,
286502.2,-8.26,9.01,-0.02,12.22324425,317.48,-42.51332655,-42.52,-0.006673448,-1.272224541,
286502.4,-8.39,8.99,0.01,12.29683699,316.97,-43.02279514,-43.03,-0.007204859,-1.154156773,
286502.6,-8.43,9.01,0,12.33876007,316.88,-43.09522313,-43.12,-0.024776872,-1.308686306,
286502.8,-8.49,8.99,-0.05,12.36528204,316.65,-43.36155146,-43.35,0.011551465,-0.85028546,
286503,-8.48,9.04,-0.04,12.39483764,316.84,-43.16925135,-43.16,0.009251352,-1.700163095,
286503.2,-8.52,8.91,-0.01,12.32795603,316.28,-43.71820849,-43.72,-0.001791512,-0.912608535,
286503.4,-8.65,8.96,-0.1,12.45407965,316.03,-43.99149022,-43.97,0.021490217,-0.347233974,
286503.6,-8.55,8.95,-0.05,12.37760074,316.3,-43.69061018,-43.7,-0.009389819,-0.061827858,
286503.8,-8.74,8.97,0.09,12.52391712,315.76,-44.2559408,-44.24,0.015940797,-0.507310302,
286504,-8.81,9.1,0.01,12.66594252,315.93,-44.07234371,-44.07,0.00234371,-1.012118397,
286504.2,-8.84,9,0.07,12.61529231,315.49,-44.48615028,-44.51,-0.023849716,-0.441047227,
286504.4,-8.94,9.06,0.16,12.7282049,315.39,-44.6180338,-44.61,0.008033795,-0.338957245,
286504.6,-9.01,9.14,0.11,12.83431728,315.42,-44.58962402,-44.58,0.009624024,0.040212186,
286504.8,-9.04,9.13,0.05,12.84828782,315.28,-44.71620374,-44.72,-0.003796257,-0.101896242,
286505,-9.11,9.22,0.07,12.96150068,315.36,-44.65616693,-44.64,0.016166935,-0.022175391,
286505.2,-9.1,9.28,0.03,12.99724586,315.58,-44.43890584,-44.42,0.018905842,-0.078763247,
286505.4,-9.17,9.3,0.02,13.06058574,315.39,-44.59673371,-44.61,-0.013266288,0.085224644,
286505.6,-9.17,9.27,-0.02,13.03924078,315.31,-44.68928841,-44.69,-0.000711594,0.00692101,
286505.8,-9.17,9.29,0.02,13.05346697,315.35,-44.62755164,-44.65,-0.022448359,-0.083136735,
286506,-9.17,9.29,0.06,13.05346697,315.4,-44.62755164,-44.6,0.027551641,-0.113460081,
286506.2,-9.09,9.24,0.07,12.96170128,315.48,-44.53114157,-44.52,0.011141566,-0.120665458,
286506.4,-9.12,9.25,0,12.98987683,315.4,-44.59453854,-44.6,-0.005461459,-0.10070259,
286506.6,-9.11,9.17,-0.07,12.92598159,315.19,-44.81194013,-44.81,0.00194013,-0.144783569,
286506.8,-9.01,9.15,-0.03,12.84144073,315.45,-44.5583012,-44.55,0.008301199,-0.258284339,
286507,-8.97,9.1,0.01,12.77775019,315.42,-44.58780726,-44.58,0.007807259,-0.242541446,
286507.2,-8.97,8.92,-0.02,12.65018972,314.86,-45.16013312,-45.14,0.02013312,-0.177394805,
286507.4,-8.94,9.03,-0.05,12.70686822,315.29,-44.71304524,-44.71,0.00304524,-0.077369381,
286507.6,-8.93,8.9,-0.03,12.60773175,314.91,-45.09640335,-45.09,0.006403352,-0.102369495,
286507.8,-8.98,8.93,-0.01,12.6643318,314.86,-45.1599543,-45.14,0.019954301,-0.20384589,
286508,-8.98,9.09,0,12.77765628,315.33,-44.65121982,-44.67,-0.018780182,-0.053139373,
286508.2,-9.05,9.04,0.01,12.79156363,314.95,-45.03167262,-45.05,-0.018327378,0.039262443,
286508.4,-9.05,9.06,0.06,12.80570576,315.03,-44.96836236,-44.97,-0.001637644,-0.035798008,
286508.6,-9.11,8.96,0.06,12.77785976,314.53,-45.47560429,-45.47,0.005604291,-0.121914135,
286508.8,-9.08,9.04,0.03,12.81280609,314.87,-45.12648054,-45.13,-0.003519456,-0.246576698,
286509,-9.08,9.04,0,12.81280609,314.86,-45.12648054,-45.14,-0.013519456,0.121697044,
286509.2,-9.03,8.98,-0.02,12.73504221,314.84,-45.15906616,-45.16,-0.000933836,-0.177493756,
286509.4,-9,8.98,-0.07,12.71378779,314.94,-45.06373277,-45.06,0.003732765,-0.151574879,
286509.6,-8.98,8.88,-0.02,12.62912507,314.69,-45.32080168,-45.31,0.010801684,-0.049424556,
286509.8,-8.89,8.87,0.04,12.5582244,314.94,-45.06452225,-45.06,0.004522247,-0.280406094,
286510,-8.87,8.79,0.06,12.48763388,314.71,-45.25954875,-45.29,-0.030451245,0.023316794,
286510.2,-8.84,8.78,0,12.45929372,314.78,-45.19510406,-45.22,-0.024895943,-0.020562122,
286510.4,-8.72,8.69,-0.04,12.31074734,314.9,-45.09872899,-45.1,-0.001271012,-0.006565203,
286510.6,-8.65,8.59,0,12.19059474,314.77,-45.19940446,-45.23,-0.03059554,0.242132234,
286510.8,-8.45,8.37,-0.01,11.89367059,314.74,-45.27251057,-45.26,0.012510571,-0.646655737,
286511,-8.25,8.09,0.08,11.55467871,314.46,-45.56101785,-45.54,0.021017855,0.316704173,
286511.2,-7.92,7.9,0.03,11.18643822,314.9,-45.07243458,-45.1,-0.027565425,0.088004747,
286511.4,-7.77,7.71,0.02,10.94609519,314.79,-45.22207555,-45.21,0.012075553,0.02547013,
286511.6,-7.5,7.38,0.03,10.52209105,314.54,-45.46205272,-45.46,0.002052721,0.246400298,
286511.8,-7.24,7.19,0.08,10.20361211,314.82,-45.19852928,-45.18,0.01852928,-0.027814664,
286512,-6.97,6.98,0.11,9.864142132,315.02,-44.95892776,-44.98,-0.021072236,0.247792314,
286512.2,-6.81,6.73,0.02,9.574392931,314.65,-45.33852356,-45.35,-0.011476438,0.066806842,
286512.4,-6.54,6.5,0,9.220715807,314.83,-45.17575337,-45.17,0.005753374,0.369634085,
286512.6,-6.27,6.26,0,8.86005079,314.95,-45.04572687,-45.05,-0.004273131,0.130684693,
286512.8,-6.09,6.03,0.02,8.570239203,314.68,-45.28364016,-45.32,-0.036359844,0.017316396,
286513,-5.81,5.8,0.02,8.209512775,314.92,-45.04935036,-45.08,-0.030649642,-0.326287146,
286513.2,-5.59,5.56,0,7.884269148,314.85,-45.15415868,-45.15,0.004158676,-0.569085217,
286513.4,-5.41,5.35,0.06,7.608587254,314.7,-45.31948988,-45.3,0.019489883,-0.642329643,
286513.6,-5.26,5.23,0.05,7.417580468,314.78,-45.16385784,-45.22,-0.056142164,-0.653856491,
286513.8,-5.18,5.07,0.02,7.248261861,314.36,-45.61485793,-45.64,-0.025142067,-0.280905934,
286514,-5.04,4.92,-0.01,7.043294684,314.36,-45.6902772,-45.64,0.050277198,-0.246561671,
286514.2,-4.87,4.76,0.03,6.809882525,314.34,-45.65444046,-45.66,-0.005559537,-0.246318918,
286514.4,-4.67,4.59,0,6.548053146,314.46,-45.49498362,-45.54,-0.045016379,0.142477413,
286514.6,-4.47,4.38,-0.01,6.258218596,314.39,-45.58264886,-45.61,-0.027351141,0.48442376,
286514.8,-4.24,4.16,0.02,5.93996633,314.47,-45.54565759,-45.53,0.015657593,0.353168481,
286515,-4.01,3.89,0.04,5.586787986,314.11,-45.87024871,-45.89,-0.019751289,0.601196381,
286515.2,-3.68,3.65,-0.02,5.183136116,314.78,-45.23449711,-45.22,0.014497106,0.304172558,
286515.4,-3.41,3.38,-0.06,4.801301907,314.79,-45.25314613,-45.21,0.043146127,-0.080365881,
286515.6,-3.18,3.1,0.03,4.44099088,314.26,-45.72984306,-45.74,-0.010156936,0.255364596,
286515.8,-2.87,2.88,0.01,4.065870141,315.1,-44.90035527,-44.9,0.000355267,0.344372029,
286516,-2.72,2.64,-0.03,3.790514477,314.16,-45.8550974,-45.84,0.015097396,0.176772432,
286516.2,-2.45,2.48,0.02,3.486100974,315.32,-44.65134844,-44.68,-0.028651556,0.193804229,
286516.4,-2.28,2.19,0,3.161407914,313.88,-46.15345045,-46.12,0.033450451,0.086369977,
286516.6,-2.02,2.08,-0.07,2.899448223,315.83,-44.16158503,-44.17,-0.008414974,-0.259370487,
286516.8,-1.83,1.83,-0.08,2.588010819,314.99,-45,-45.01,-0.01,-0.230041274,
286517,-1.63,1.61,0.01,2.291069619,314.6,-45.35367316,-45.4,-0.046326841,-0.135436414,
286517.2,-1.38,1.44,0.01,1.994492417,316.21,-43.78112476,-43.79,-0.008875235,0.022562409,
286517.4,-1.3,1.25,0,1.80346888,313.91,-46.12330271,-46.09,0.033302714,-0.146489084,
286517.6,-1.08,1.09,-0.04,1.534438008,315.38,-44.73596602,-44.62,0.115966019,-0.152293197,
286517.8,-0.96,0.94,0.04,1.343577314,314.41,-45.60309119,-45.59,0.013091194,0.107200515,
286518,-0.81,0.79,0.04,1.131459235,314.48,-45.71615995,-45.52,0.196159945,0.214440565,
286565,-0.77,0.81,-0.02,1.117586686,316.23,-43.54978371,-43.77,-0.220216291,-0.078292075,
286565.2,-1.07,1.09,-0.02,1.527416119,315.59,-44.46949868,-44.41,0.059498683,0.089395376,
286565.4,-1.35,1.33,0.07,1.895098942,314.63,-45.42757251,-45.37,0.057572507,0.217546188,
286565.6,-1.69,1.56,0.07,2.299934782,312.81,-47.29061004,-47.19,0.100610043,0.159064625,
286565.8,-1.85,1.87,0.05,2.630475242,315.23,-44.69196114,-44.77,-0.078038857,0.097921331,
286566,-2.19,2.02,0.09,2.979345566,312.73,-47.31235005,-47.27,0.042350045,0.094262925,
286566.2,-2.37,2.39,-0.04,3.365857989,315.23,-44.75926285,-44.77,-0.010737153,0.114190652,
286566.4,-2.61,2.58,-0.01,3.669945504,314.59,-45.33118579,-45.41,-0.078814212,0.181018302,
286566.6,-2.82,2.81,0,3.981017458,314.84,-45.1017686,-45.16,-0.058231405,-0.138879579,
286566.8,-2.97,2.97,0.03,4.20021428,314.96,-45,-45.04,-0.04,0.118882956,
286567,-3.15,3.15,-0.01,4.454772721,315,-45,-45,0,-0.11723131,
286567.2,-3.25,3.29,-0.04,4.624564844,315.31,-44.64957147,-44.69,-0.040428533,0.412288138,
286567.4,-3.34,3.31,-0.05,4.702307944,314.82,-45.25847545,-45.18,0.078475447,0.271481792,
286567.6,-3.35,3.36,-0.05,4.744691771,315.06,-44.91461142,-44.94,-0.02538858,0.320229181,
286567.8,-3.3,3.35,0.02,4.702393008,315.4,-44.56921278,-44.6,-0.030787217,0.646713535,
286568,-3.3,3.33,-0.02,4.688165953,315.22,-44.74074485,-44.78,-0.039255152,0.855644295,
286568.2,-3.29,3.35,-0.01,4.695380709,315.53,-44.48228114,-44.47,0.012281143,1.005214726,
286568.4,-3.44,3.42,0.02,4.850773134,314.82,-45.16704262,-45.18,-0.012957384,0.409260658,
286568.6,-3.53,3.59,-0.01,5.034779042,315.45,-44.51718183,-44.55,-0.032818174,0.240175643,
286568.8,-3.73,3.86,-0.05,5.367727638,315.96,-44.01874531,-44.04,-0.021254691,0.366989462,
286569,-3.97,4.02,0,5.649893804,315.42,-44.64145787,-44.58,0.061457875,0.432281755,
286569.2,-4.12,4.27,0.05,5.933573965,316,-43.97575073,-44,-0.024249274,0.017730002,
286569.4,-4.38,4.46,-0.01,6.251079907,315.58,-44.48150031,-44.42,0.061500313,-0.122626904,
286569.6,-4.52,4.72,0.02,6.535197013,316.29,-43.76002523,-43.71,0.050025234,-0.571458187,
286569.8,-4.76,4.83,0.02,6.781334677,315.47,-44.58179006,-44.53,0.051790059,0.029478795,
286570,-4.86,5.04,-0.01,7.001514122,316.03,-43.95837332,-43.97,-0.011626676,0.16752469,
286570.2,-5.08,5.22,0.08,7.283872596,315.75,-44.22127037,-44.25,-0.028729632,-0.211928416,
286570.4,-5.21,5.43,0,7.525224249,316.2,-43.81548161,-43.8,0.015481614,0.121743976,
286570.6,-5.33,5.54,-0.04,7.687684957,316.1,-43.8932275,-43.9,-0.006772503,0.092249923,
286570.8,-5.5,5.75,-0.04,7.956915231,316.25,-43.72696998,-43.75,-0.02303002,0.162729043,
286571,-5.61,5.83,-0.11,8.090797241,316.13,-43.89829388,-43.87,0.028293885,-0.092471637,
286571.2,-5.85,5.93,-0.04,8.329909963,315.38,-44.61090052,-44.62,-0.009099482,-0.471684764,
286571.4,-6.05,6.1,-0.04,8.591420139,315.22,-44.76421623,-44.78,-0.01578377,0.374362456,
286571.6,-5.93,6.28,-0.09,8.637320186,316.6,-43.35806446,-43.4,-0.041935543,0.09592012,
286571.8,-6.12,6.35,0.01,8.819121271,316.04,-43.9433412,-43.96,-0.016658801,0.165485332,
286572,-6.36,6.54,0.01,9.122565429,315.84,-44.20057589,-44.16,0.040575887,-0.226151211,
286572.2,-6.44,6.56,-0.03,9.192779775,315.51,-44.4711309,-44.49,-0.018869098,0.065264087,
286572.4,-6.54,6.78,-0.07,9.420191081,316,-43.96775531,-44,-0.032244692,0.475475414,
286572.6,-6.67,6.89,-0.03,9.589629816,315.93,-44.07050401,-44.07,0.000504006,0.215492033,
